债券代码,发行人,是否违约,违约、展期日期,是否有担保,企业性质,是否上市公司,所属行业（Wind),主营业务收入（百万元）,毛利率,净利率,ROE,ROA,主营业务比率,ROIC,EBITDA/营业总收入,经营活动净收益/利润总额,销售商品提供劳务收到的现金/营业收入,经营活动产生的现金流量净额/营业收入,净利润现金含量,资产负债率,长期资本负债率,流动资产/总资产,流动负债/负债合计,流动比率,速动比率,现金比率,现金到期债务比,现金流量利息保障倍数,息税折旧摊销前利润/负债,经营活动产生的现金流量净额/带息债务,经营活动产生的现金流量净额/净债务,非筹资性现金净流量与负债总额的比率,已获利息倍数(EBIT/利息费用),长期债务与营运资金比率,长期负债占比,EBITDA/带息债务,EBITDA/利息费用,货币资金/短期债务,营业周期,存货周转率,应收账款周转率,应付账款周转率,现金周转率,营业利润(同比增长率),营业收入(同比增长率),净资产(同比增长率),总负债(同比增长率),现金净流量(同比增长率),货币资金增长率,Z值,审计意见类别,大股东持股比例,实际控制人属性,估价收益率(%)(中债),估价凸性(中债),最新未使用授信额度,对外担保余额,所属省市,注册资本,有息负债,短期借款,长期借款,应付债券,取得借款流入的现金,一年内到期的非流动负债
194083.SH,青岛城阳市政开发建设投资集团有限公司,0,2022/6/13,1,地方国有企业,0,电力,1325.852321,4.8408,4.4352,1.1644,0.946,100.5657798,0.5999,28.86376417,-194.3531,83.55,0.4,6.804738958,49.0852,35.56729558,40.9824,44.1449,1.8913,1.4778,0.292157113,0.35526461,0.072478103,0.0453,0.001282442,0.0017,-23.87645182,2.6166,1.4195,52.47079724,0.093614223,8.090127227,0.736192225,380.3258,1.3621,3.1027,2.510941535,183.3899531,25.7297,3.3912,81.91672572,98.41314994,1482.720982,89.52721342,0.957124479,标准无保留意见,100,地方国资委,0,0,28.47,338811.25,青岛市,27,40.87956685,730.7336758,1757.8305,1028.4675,32.77796081,5.709250093
102281229.IB,兖矿能源集团股份有限公司,0,2022/6/13,0,地方国有企业,1,煤炭与消费用燃料,151990.797,29.38,12.2157,26.5876,10.5509,100.9312788,8.2131,26.06481694,95.1478,98.82,23.81,222.5345392,66.5783,58.59277325,31.0115,49.8014,0.9353,0.847,0.478842752,109.1698589,6.801920316,0.2061,0.356557139,0.6472,16.31131098,5.959,0,42.19836121,0.390402246,8.171848178,1.372594686,39.146,13.2766,29.9238,7.391824468,531.7965896,70.9462,-29.3039,25.99448165,7.302495286,492.4298324,85.68902036,1.466205056,标准无保留意见,46.43000031,地方国资委,0,0,1002.27,91600,邹城市,49.4870364,1014.75141,5716.032,50942.032,24107,612.99652,167.36034
102281221.IB,黄山城投集团有限公司,0,2022/6/13,0,地方国有企业,0,建筑与工程,1280.976738,11.4183,20.1666,1.8306,0.968,100.4733009,1.0399,32.17417194,-19.4249,133.73,138.35,704.7742228,57.6215,48.68080827,34.41,31.4803,1.897,1.0559,0.328029211,88.24695204,12.50071769,0.0214,0.17691733,0.2207,2.939922391,7.1305,2.4266,67.89710692,0.041144627,9.177744971,0.988997786,1696.9828,0.2186,7.18,3.669086321,50.82900109,15.9734,21.1091,2.584774487,1.460684052,-24.99716209,-35.47358277,0.816306585,标准无保留意见,97.8852005,地方国资委,0,0,101.3,0,黄山市,13.239876,100.1694957,72,7193.807171,814.9461551,8.402601105,19.36196241
102281222.IB,重庆机场集团有限公司,0,2022/6/13,0,地方国有企业,0,机场服务,2983.482404,-24.9256,-61.4991,-13.2549,-2.9471,96.10419166,-5.2341,8.024236755,0,107.52,32.09,-52.67034055,62.4584,54.49829077,23.8798,30.1642,1.2675,0.9439,0.783009281,17.80357623,1.376819778,0.0094,0.049186852,0.0711,-4.937234978,-1.7637,8.6549,64.82064709,0.0122998,0.36285121,1.115356867,278.6746,1.5094,8.9621,2.384167806,65.60269643,-6.7598,18.6372,17.32650201,0.750571565,1601.073701,91.61062967,0.163536951,标准无保留意见,100,地方国资委,0,0,526.24,16600,重庆市,22.55922224,194.6386787,4037.092183,13071.98553,1014.000685,60.756,13.40290295
102281224.IB,湖北联合交通投资开发有限公司,0,2022/6/13,0,地方国有企业,0,公路与铁路,1851.631637,67.6533,27.3384,8.2943,4.6193,98.98341426,2.0308,0,84.1978,99.86,64.1,234.467488,75.6946,74.22864525,11.6871,20.1724,0.7654,0.7654,0.120499003,46.15828301,1.50232071,0,0.065197779,0.0671,2.420380013,1.6544,0,77.41354513,0,0,0.197890926,122.3242,0,2.943,0.612015697,162.4204649,20.8432,-2.5232,-9.40788211,-1.3327067,-228.1704756,-71.27213586,0.324953887,标准无保留意见,100,0,0,0,23.0969,408398,武汉市,5.882353,182.0394753,300,15632.67131,0,48.28667008,22.71276224
2228035.IB,中信百信银行股份有限公司,0,2022/6/13,0,国有企业,0,多元化银行,2998.21749,0,8.7781,3.9349,0,106.4459958,0,0,-248.8329,0,153.35,1746.958453,91.4307,0,0,0,1.1011,0,0,0,0,0,0.065581807,0,6.628000794,0,0,0,0,0,0,0,0,0,0,49.96778033,108.5581,74.0456,3.52828299,21.20404402,245.1346526,0,0,标准无保留意见,65.69999695,0,0,0,0,0,北京市,56.33802817,701.0743515,0,0,0,0,0
012282059.IB,南京市燕子矶片区整治开发有限责任公司,0,2022/6/13,0,地方国有企业,0,复合型公用事业,1102.968275,-6.3451,8.4294,1.1189,0.4954,100.0676808,0.7634,8.971635582,-125.9941,134.1,-51.71,-612.0350405,54.3949,30.64884829,95.6832,63.4207,2.7736,0.4457,0.374921102,-753.4816031,0,0.0097,-0.154191625,-0.4435,-7.95378906,103.0009,0.3252,36.4807584,0.026749701,109.5765023,31.87894868,4390.6614,0.082,862.2731,2.289317946,34.37553281,554.5133,-1.0282,1.734068219,-3.861547819,-216.5700842,-40.40899406,1.361602332,标准无保留意见,50,地方国资委,0,0,14.159062,40500,南京市,17.610511,36.992673,0,2647.172861,995.8930501,15.88739176,0.562013888
102281220.IB,武汉市市政建设集团有限公司,0,2022/6/13,1,地方国有企业,0,建筑与工程,18649.69188,6.6234,2.1557,9.4621,1.8068,98.51811564,2.5583,7.159220702,97.5034,70.4,-12.33,-501.9108033,87.7919,73.62068303,67.8589,67.5339,1.1445,1.1424,0.183307865,-134.2495997,-6.05069132,0.0295,-0.198087344,-0.383,-12.06785557,2.6122,3.326,24.14195599,0.114986231,4.031434357,3.271832818,418.9941,1.3778,2.2827,0.88308809,264.2892618,5.3842,38.7699,19.98823511,16.85256881,-171.0027949,-34.15584505,0.642890246,标准无保留意见,51.22000122,地方国资委,0,0,179.563422,50000,武汉市,20.5,116.1158676,180,9323.059935,1478.375292,58.2573,6.30151532
042280266.IB,恒安国际集团有限公司,0,2022/6/13,0,民营企业,1,个人用品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,个人,0,0,430.19,0,晋江市,3,0,0,0,0,0,0
032200196.IB,成都市金牛城市建设投资经营集团有限公司,0,2022/6/13,0,地方国有企业,0,综合类行业,2733.269835,10.8728,7.416,1.3243,0.7187,116.3800512,0.4957,11.25023616,24.7031,118.2,23.04,308.9927065,64.1244,54.62646411,83.7797,32.9117,3.9698,1.0454,0.396406245,9.320533204,14.19009623,0.0102,0.025959737,0.031,-0.261337977,8.9364,0.6864,66.03344917,0.012677333,8.998598062,0.581851821,4384.5304,0.0902,0.9151,15.44939354,73.99562272,23.7621,-16.2227,14.89515302,25.70461261,-64.08508014,13.69263945,1.215342497,标准无保留意见,100,地方政府,0,0,20.16,724300,成都市,1.26,242.5583639,1229,13712.45853,3787.59338,71.837,55.26784481
012282072.IB,华能新能源股份有限公司,0,2022/6/13,0,中央国有企业,0,新能源发电业者,15899.74901,55.7992,37.3498,15.4564,7.9275,96.63211607,5.1886,88.93973764,89.4746,75.93,54.38,148.0838291,67.8768,53.99515153,24.2838,45.7882,0.7813,0.7805,0.128137967,28.67045667,3.437280739,0.1676,0.119091125,0.1275,-5.77078292,3.7185,0,50.35658746,0.194785748,6.222991133,0.159393271,437.1298,231.0541,0.8265,0,368.273509,30.8514,20.7845,5.959349845,23.30639706,-9.137608041,15.35169238,0.725404947,标准无保留意见,97.23999786,国资委,0,0,1018.21,0,北京市,105.6653219,725.9871541,25124.80737,41784.77574,0,368.0258844,49.77218778
102281234.IB,无锡华光环保能源集团股份有限公司,0,2022/6/13,0,地方国有企业,1,环境与设施服务,8376.838879,19.8735,10.2892,10.4361,6.0887,97.20817856,5.9448,18.04022998,61.6938,90.24,11.35,125.8184421,56.775,33.58410877,41.7438,67.0577,1.0964,1.0006,0.358083515,47.07174337,6.057950247,0.1355,0.225573532,0.4725,6.719868723,10.6935,5.0937,29.06506021,0.35868698,14.63331352,1.090491919,225.8838,2.3006,5.1871,2.023800837,564.6471934,19.8807,6.0546,-4.18284572,26.98003164,185.9481208,21.08684348,1.477563087,标准无保留意见,72.15000153,地方国资委,0,0,85.713154,0,无锡市,9.43894086,42.13147071,944.6349556,1898.83,1000,35.3371,3.304530468
032280534.IB,衡阳市湘江水利投资开发有限公司,0,2022/6/13,1,地方国有企业,0,建筑与工程,655.3539916,14.3748,32.4848,3.0417,1.9508,100.9042338,1.7688,42.71899123,-17.1052,57.36,1.8,5.546113272,49.441,31.27714543,91.166,53.4589,3.4493,1.1872,0.227937321,0.632875178,0.173908054,0.0371,0.002733007,0.0035,-0.587862223,4.2619,0.3555,45.8113225,0.064802693,4.289505228,0.492790944,6132.969,0.0633,0.8076,14.61300374,67.78991869,1.2382,-25.0435,22.80445918,8.188008752,-110.900289,-9.343084601,1.708165254,标准无保留意见,90,地方国资委,0,0,15.7,160000,衡阳市,3,43.20200282,158.2789722,886.6582256,1541.430411,1.58,17.07355205
112280858.IB,秦皇岛银行股份有限公司,0,2022/6/13,0,地方国有企业,0,区域性银行,2377.283336,0,28.6625,11.2798,0,103.0333794,0,0,-147.8819,0,207.72,724.7143823,95.3769,0,0,0,1.8658,0,0,0,0,0,0.038703333,0,0.098239146,0,0,3.440754544,0,0,0,0,0,0,0,49.2059016,22.9036,16.7174,7.182007155,11.63257895,-62.39031255,0,0,标准无保留意见,19.98999977,0,0,0,0,0,秦皇岛市,27.419028,1275.892119,0,0,4436.674602,0,0
127060.SZ,湖南湘佳牧业股份有限公司,0,2022/6/10,0,民营企业,1,食品加工与肉类,3005.507323,17.5559,0.9546,1.5985,1.676,103.4802403,1.12,6.398387579,39.725,101.86,3.78,442.8795409,41.4567,20.37110288,36.1093,65.3956,1.3319,0.757,0.383829992,37.839615,6.453156767,0.1617,0.185350671,0.3609,-48.02723643,3.434,1.5943,24.60401345,0.313418995,15.02156039,0.993120042,76.3785,6.7983,15.3688,13.82942204,625.5377638,-82.2269,37.2637,0.258811211,59.8100405,-177.3577812,-54.94384462,4.094343602,标准无保留意见,22.57999992,个人,0,0,3.18,0,常德市,1.0188,6.135684511,229.5,270.88,0,4.714494692,0.710456697
185841.SH,华鲁控股集团有限公司,0,2022/6/10,0,地方国有企业,0,基础化工,39549.81037,32.0196,19.4272,24.1528,20.6038,99.86882293,5.9753,29.38886658,97.4703,81.73,13.35,212.0950144,37.1887,38.96377022,32.7041,61.1094,1.4391,1.136,0.534552949,134.4646984,19.08991815,0.6163,0.538977204,1.0085,-7.368594749,42.0098,1.4494,35.98036711,1.186953113,52.11048903,1.161510352,53.5699,8.6818,29.7428,7.485710698,929.0975833,233.7645,62.448,26.0259641,21.04907744,-125.9820783,-4.130932913,2.719924928,标准无保留意见,59.15999985,地方国资委,0,0,450.87,0,济南市,31.03,97.92502229,1220.17333,2726.030966,3907.81354,60.37390882,19.31160067
194658.SH,泰州鑫泰集团有限公司,0,2022/6/10,0,地方国有企业,0,综合类行业,4444.167209,6.3872,7.9597,1.5691,0.8664,99.53293792,0.6053,13.94100871,16.6666,103.03,5.5,69.77762704,65.2612,51.19386915,77.3271,44.2929,2.6751,1.2213,0.214908437,1.678320411,1.822710286,0.0145,0.006949061,0.0078,-0.38027978,5.5779,0.7508,53.85738111,0.017624672,6.210850796,0.271759919,1758.3595,0.2075,15.3717,10.83801924,360.6227944,5.3337,39.7411,2.895793505,3.669713118,4.491547833,-6.077988868,1.064477988,标准无保留意见,100,地方政府,0,0,55.9502,1563648.78,泰州市,100.507256,351.5309229,3437.431422,13975.1872,7716.42619,153.9695682,100.2404748
2280244.IB,永兴银都投资发展集团有限公司,0,2022/6/10,1,地方国有企业,0,建筑与工程,1011.036907,13.4505,16.1913,0.834,0.8152,100.2069814,0.5595,30.19166416,-0.5187,149.41,-15.2,-97.07274653,34.8498,28.8133281,75.1714,27.282,7.9063,1.4783,0.281338781,-8.845498375,-1.834913903,0.0288,-0.018145164,-0.0201,-8.001954083,3.2219,0.3859,72.52930077,0.036032082,4.057652372,0.4685342,7481.3524,0.0498,1.4261,67.46858525,177.4427301,1.8576,-23.5234,0.761247207,13.51630234,-3354.339118,-15.78476981,2.02887887,标准无保留意见,100,地方政府,0,0,20.87,50400,郴州市,8.803919,84.71585629,160,5186.4,2007.367619,23.2805,11.1781801
2280230.IB,荆门市城市建设投资控股集团有限公司,0,2022/6/10,0,地方国有企业,0,建筑与工程,4024.402784,16.3103,8.2746,1.3874,0.6913,98.95506529,0.5306,15.93889243,22.4785,104.92,-75.16,-926.8057574,64.465,58.43342989,75.9714,24.9725,4.7192,1.0702,0.415282135,-56.61723821,-61.93289357,0.0139,-0.083796444,-0.0964,-11.04982269,15.9189,0.8078,75.0275243,0.017770561,22.06220383,0.884861844,3620.0588,0.1054,1.7604,3.189122169,87.15188328,5.6426,16.2459,9.653544476,17.7566589,144.095081,3.331230781,1.150557168,标准无保留意见,0,0,0,0,103.736467,110700,荆门市,20,360.9594752,157,15595.31611,15171.63923,96.7406,51.71992188
032280524.IB,烟台市财金发展投资集团有限公司,0,2022/6/10,0,地方国有企业,0,综合类行业,913.9080649,17.0588,-19.9359,-2.0782,0.6109,99.90957291,-1.4155,13.07343821,0,85.89,-23.61,116.1838972,54.37,50.37734332,13.2288,15.545,1.5652,1.384,0.569696141,-15.26910434,-0.750417845,0.0114,-0.050275455,-0.0626,-21.0501127,0.4303,9.6124,79.92898476,0.027840502,0.446148477,0.599030456,99.0861,4.1139,31.0938,7.923546033,139.1840994,-822.0864,136.1435,-4.060316784,13.99792901,268.2725178,70.00822267,0.615064147,标准无保留意见,87.84999847,地方政府,0,0,16.84,9700,烟台市,20,42.91560714,1051.29305,2067.5,996.5851032,31.3689691,1.617575207
102281205.IB,陕西广电融媒体集团有限公司,0,2022/6/10,0,地方国有企业,0,有线和卫星电视,4232.016375,26.1566,2.2484,5.5645,1.9118,97.4049825,0.7914,19.90046733,62.2503,79.89,4.96,297.212763,62.8531,62.5831005,39.6313,70.2821,0.8972,0.864,0.245859073,7.314070863,1.61289761,0.1146,0.045798205,0.0629,-15.89567533,2.0344,0,25.52111086,0.183695311,8.282775738,0.434698167,138.6914,16.1821,3.0916,1.900552741,366.3200952,1.6828,-1.2445,5.174016115,29.08903092,292.5554281,8.347150323,0.812092472,标准无保留意见,100,0,0,0,71.63,0,西安市,12.560534,45.84717108,1453.327471,1696.758368,68.606924,25.14973444,11.43317402
072210082.IB,长城证券股份有限公司,0,2022/6/10,0,中央国有企业,1,投资银行业与经纪业,7756.796089,0,23.7934,9.3749,0,101.5402462,0,0,-142.2124,0,-15.85,-69.62379929,78.3024,0,0,0,2.63,2.63,0,-384.7914028,0,0,-0.038209654,0,-0.602100713,0,0,32.63670987,0,0,61.94595644,0,0,0,0,35.14045742,20.18,12.9297,8.383279867,35.19992856,41.72447434,27.81325551,0,标准无保留意见,46.38000107,国资委,0,0,668,9498.06,深圳市,40.34426956,321.721159,319.4680027,0,23688.98068,11.39901255,0
012282051.IB,南京东南国资投资集团有限责任公司,0,2022/6/10,0,地方国有企业,0,建筑与工程,9862.76245,18.0299,7.7177,1.3289,0.6643,98.31333092,0.2477,15.99960447,52.9939,130.44,-33.42,-876.5810063,67.207,73.32299508,70.6766,38.8659,2.7058,1.896,0.351062122,-17.69658268,-10.47539837,0.0124,-0.036784855,-0.0452,-3.993491693,6.1432,0.9221,57.98539411,0.017609374,8.041640715,0.899647868,1692.7991,0.2291,2.9646,3.326828547,55.35290568,-50.7785,14.6163,0.362246698,10.35126022,-149.7909591,-12.97558337,0.934858492,标准无保留意见,100,地方国资委,0,0,633.830291,0,南京市,50,896.1153315,4204.57325,44402.60517,26459.60685,430.7197052,144.2245382
012282048.IB,重庆长寿经济技术开发区开发投资集团有限公司,0,2022/6/10,1,地方国有企业,0,建筑与工程,2039.540727,12.8828,12.5076,1.2451,0.6817,96.45286978,0.5656,19.25645552,36.5086,124.19,4.05,34.01598582,59.2138,44.82977133,85.0835,44.3805,3.2377,0.214,0.049166236,1.100463777,3.725787767,0.0133,0.003647431,0.0038,-6.889052604,15.0532,0.5601,55.48963687,0.017326228,18.46941084,0.085540968,7621.9247,0.0473,32.9339,10.56268283,379.0503604,30.8026,12.2343,6.968278211,16.955145,93.25624541,-14.07891234,1.255686302,标准无保留意见,100,地方国资委,0,0,2.37686,1219141.58,重庆市,35.499578,226.6755669,520.6,11304.5853,3860,82.62606297,69.82371394
012282046.IB,重庆缙云资产经营(集团)有限公司,0,2022/6/10,0,地方国有企业,0,建筑与工程,2106.969476,16.9083,16.2767,1.1228,0.469,98.4517387,0.5613,19.54461673,41.3661,122.09,-57.88,-355.4677154,60.739,49.3714315,80.37,37.0667,3.5698,0.7049,0.250628613,-25.73382192,-789.5832707,0.0087,-0.040134903,-0.047,-4.211768888,0,0.6607,62.69622561,0.013551569,0,0.932156456,9875.6641,0.0367,5.4217,7.031016734,52.99804374,-1.2948,2.0847,0.865788579,6.759696967,301.9464357,22.93645402,1.18682799,标准无保留意见,100,地方国资委,0,0,77.0081,232600,重庆市,4,303.8755958,50,15053.61213,10597.2988,87.1236,46.86648649
2280237.IB,眉山市东坡发展投资集团有限公司,0,2022/6/10,1,地方国有企业,0,建筑与工程,717.0407684,22.4325,35.6805,1.5411,0.6039,100.4034633,0.7941,41.83465853,29.0282,184.77,-118.12,-331.0472433,62.2895,48.42850166,85.7275,43.1488,3.1896,0.4927,0.110379876,-34.94503796,-1.828286043,0.0099,-0.061047464,-0.0681,-3.144183115,0,0.6017,56.85119895,0.02162135,0,0.589240298,21100.1476,0.0171,7.5764,1.532146206,88.3383709,-5.9103,7.5497,23.45774107,27.35061464,194.0853163,43.80613253,1.161716656,标准无保留意见,71.59999847,地方国资委,0,0,24.6927,237165.02,眉山市,15.14,138.7385874,918.3782694,7683.875635,3766.280211,19.09702481,15.05324629
042280258.IB,南京江北新城投资发展有限公司,0,2022/6/9,0,地方国有企业,0,建筑与工程,1256.976929,7.7665,2.5331,0.3456,0.1012,99.19684838,0.1251,5.730228894,37.7746,112.5,93.99,3543.546058,70.1736,59.75173469,91.5969,36.8997,3.5374,1.7765,0.267395484,36.69158941,183.4704619,0.0032,0.069317119,0.0797,2.643451864,0,0.6739,62.59592068,0.004225796,0,0.691993004,5023.4931,0.0848,0.4626,1.165615247,56.06159618,-54.1198,-37.0473,0.306698705,9.624356247,88.5317225,-3.287525846,1.129316619,标准无保留意见,100,地方国资委,0,0,115.0236,81700,南京市,36.7,170.4475547,150.1764583,8152.810894,5666.464557,47.64640894,30.69889384
012282019.IB,四川长虹电子控股集团有限公司,0,2022/6/9,0,地方国有企业,0,消费电子产品,107383.2792,11.0111,0.9399,4.9741,1.8269,120.3550756,0.2389,3.018172511,35.8091,100.45,4.89,5206.102696,75.4441,76.41716303,69.4475,90.0055,1.0227,0.6807,0.290655285,17.54862839,4.91602088,0.0459,0.273358651,2.0264,5.22421289,5.2104,4.8849,6.255692382,0.168753489,10.23708957,0.555362502,120.2046,4.3405,9.6606,5.786478966,777.4843169,43.2106,0.5846,8.831671257,8.240447935,368.7637698,16.86303946,1.418922309,标准无保留意见,100,地方国资委,0,0,244.5455,1566416.78,绵阳市,30,192.0560359,13547.83208,3532.621689,0,202.0386158,19.45444911
012282026.IB,中国石油化工股份有限公司,0,2022/6/9,0,中央国有企业,1,综合性石油天然气,2740884,19.1301,3.1023,9.3845,6.4936,103.7527227,5.7692,8.512363165,89.0889,108.76,8.22,316.2200876,51.5131,29.98402943,29.5367,65.893,0.8702,0.5467,0.346165482,332.4190262,39.65029054,0.2397,0.707560332,2.3394,8.217719844,0,0,9.452186261,0.733138512,25.12534999,3.277170864,33.8065,12.3372,77.813,12.48124759,5048.133346,121.2743,30.2253,3.721159276,14.50532927,-22.45492423,20.37665662,2.311784592,标准无保留意见,68.30999756,国资委,0,0,3855,1486300,北京市,1210.167956,3182.4,27366,49341,42649,3564.59,286.51
012282028.IB,赣州发展投资控股集团有限责任公司,0,2022/6/9,0,地方国有企业,0,多领域控股,12387.16706,22.8121,8.8523,1.2934,1.3494,97.84025863,0.4204,31.06135173,-33.316,122.26,1.19,16.75473734,65.202,60.04095336,60.4154,29.5192,3.1389,1.1409,0.411214223,0.496526071,0.073685599,0.0234,0.001210827,0.0014,-3.715460623,1.7271,1.1163,69.64590866,0.03156219,2.135912829,0.665118702,3441.3037,0.1075,3.8933,2.625584432,79.39868848,-11.982,12.0012,13.97556489,13.36416237,112.6783333,30.12287309,0.940342802,标准无保留意见,90,地方国资委,0,0,805.398326,1637445.86,赣州市,11.810932,1219.060398,3658.496204,57169.88178,36017.37494,492.5007444,250.5669254
012282037.IB,中文天地出版传媒集团股份有限公司,0,2022/6/9,0,地方国有企业,1,出版,10714.55747,39.2934,19.1357,12.928,7.9889,103.4350146,10.5378,21.43551879,51.6967,99.78,16.84,88.28455804,37.1495,7.156434486,66.5555,87.15,2.0557,1.9133,1.711416779,85.25699044,10.64532155,0.2327,0.669705783,0,29.80921901,0,0.1397,2.168280715,0.852607494,0,6.243918971,89.4553,5.5522,14.6246,3.87780545,112.1728098,15.1244,3.627,8.539077616,9.641746351,4152.010936,10.34478553,2.607815124,标准无保留意见,55.75999832,地方政府,0,0,56.72,0,上饶市,13.55063719,26.93761193,380.3018889,214,0,115.69,13.98955247
012282032.IB,安徽省国有资本运营控股集团有限公司,0,2022/6/9,0,地方国有企业,0,综合类行业,3815.372612,17.5355,50.7888,6.5511,3.1881,99.28079772,0.9057,36.01857189,46.6185,99.54,11.41,58.1645343,67.3634,53.97361532,74.6603,77.0533,1.4384,1.4336,0.949777551,18.34729048,3.164668753,0.0469,0.00819888,0.0133,-1.891972434,25.0171,0.6793,22.03872099,0.053882599,27.459031,2.912692628,110.3724,13.9161,4.2602,8.802616482,16.41082693,14.21,-40.1962,9.235176829,25.17037527,110.5584632,25.69565765,0.731547057,标准无保留意见,100,地方国资委,0,0,532.85,20000,合肥市,100,531.0875377,2073.131326,1028.529296,12272.41277,26.24011326,0.824
102281206.IB,上海城开(集团)有限公司,0,2022/6/9,0,地方国有企业,0,房地产开发,3296.001804,24.92,78.794,24.6936,12.0182,100.4097269,12.9425,108.7938581,10.365,83.25,-90.62,-115.8500311,66.7392,38.87729806,75.756,69.575,1.6315,0.9254,0.595376733,-70.97932345,-7.127624989,0.18,-0.298778406,-1.7086,4.967633392,27.8507,0.6925,29.06098254,0.358692492,33.11676266,1.960238248,1421.2146,0.2534,671.8891,4.679208202,49.36635888,360.0297,53.6267,-16.07642954,23.73706567,797.8726472,59.39322694,1.424358263,标准无保留意见,59,地方国资委,0,0,19.98,39600,上海市,32,99.96996323,0,2561.998278,3223.360472,40.20896581,42.0810805
